"","region","year","total_cases","value1","value2","value3","GEOID","variable","estimate","value"
"1001","maryland",1972,407,20,0,0,"24","popluation",384722,0.0491400491400491
"1002","maryland",1994,350,27,4,1,"24","popluation",384722,0.0771428571428571
"1003","maryland",1970,506,23,2,0,"24","popluation",384722,0.0454545454545455
"1004","maryland",2002,403,41,5,0,"24","popluation",384722,0.101736972704715
"1005","maryland",2003,377,50,3,0,"24","popluation",384722,0.13262599469496
"1006","maryland",1986,390,26,3,0,"24","popluation",384722,0.0666666666666667
"1007","maryland",1987,370,35,2,0,"24","popluation",384722,0.0945945945945946
"1008","maryland",1983,318,19,1,0,"24","popluation",384722,0.059748427672956
"1009","maryland",1984,427,40,3,0,"24","popluation",384722,0.0936768149882904
"1010","maryland",2004,402,62,4,1,"24","popluation",384722,0.154228855721393
"1011","maryland",2005,373,48,2,0,"24","popluation",384722,0.128686327077748
"1012","maryland",2001,351,46,4,1,"24","popluation",384722,0.131054131054131
"1013","maryland",1999,373,43,3,0,"24","popluation",384722,0.115281501340483
"1014","maryland",1985,424,41,0,1,"24","popluation",384722,0.0966981132075472
"1015","maryland",2000,375,54,3,1,"24","popluation",384722,0.144
"1016","maryland",1997,397,33,4,0,"24","popluation",384722,0.0831234256926952
"1017","maryland",1998,388,43,1,0,"24","popluation",384722,0.110824742268041
"1018","maryland",1995,375,28,6,0,"24","popluation",384722,0.0746666666666667
"1019","maryland",1996,333,28,1,0,"24","popluation",384722,0.0840840840840841
"1020","massachusetts",1972,463,12,0,0,"25","popluation",448446,0.0259179265658747
"1021","massachusetts",1973,461,10,0,0,"25","popluation",448446,0.0216919739696312
"1022","massachusetts",1998,968,87,3,0,"25","popluation",448446,0.0898760330578512
"1023","massachusetts",1974,561,14,2,0,"25","popluation",448446,0.0249554367201426
"1024","massachusetts",1971,408,5,2,0,"25","popluation",448446,0.0122549019607843
"1025","massachusetts",1997,988,93,3,0,"25","popluation",448446,0.0941295546558704
"1026","massachusetts",1968,423,4,0,0,"25","popluation",448446,0.00945626477541371
"1027","massachusetts",1969,395,9,0,1,"25","popluation",448446,0.0227848101265823
"1028","massachusetts",1970,399,10,0,0,"25","popluation",448446,0.025062656641604
"1029","massachusetts",1996,1032,87,1,0,"25","popluation",448446,0.0843023255813953
"1030","massachusetts",2010,808,78,8,0,"25","popluation",448446,0.0965346534653465
"1031","massachusetts",2011,770,78,2,0,"25","popluation",448446,0.101298701298701
"1032","massachusetts",1999,1020,101,4,0,"25","popluation",448446,0.0990196078431373
"1033","massachusetts",2000,920,74,4,3,"25","popluation",448446,0.0804347826086956
"1034","massachusetts",1967,442,6,0,0,"25","popluation",448446,0.0135746606334842
"1035","massachusetts",2006,862,103,3,0,"25","popluation",448446,0.119489559164733
"1036","massachusetts",2007,936,78,3,0,"25","popluation",448446,0.0833333333333333
"1037","massachusetts",2008,863,85,3,1,"25","popluation",448446,0.0984936268829664
"1038","massachusetts",2009,851,80,9,2,"25","popluation",448446,0.0940070505287897
"1039","massachusetts",1982,988,44,1,0,"25","popluation",448446,0.0445344129554656
"1040","massachusetts",1983,847,48,1,0,"25","popluation",448446,0.0566706021251476
"1041","massachusetts",2012,712,77,5,0,"25","popluation",448446,0.10814606741573
"1042","massachusetts",2013,556,64,4,0,"25","popluation",448446,0.115107913669065
"1043","massachusetts",2001,969,118,3,3,"25","popluation",448446,0.121775025799794
"1044","massachusetts",2002,1060,122,2,1,"25","popluation",448446,0.115094339622642
"1045","massachusetts",2003,992,119,4,1,"25","popluation",448446,0.119959677419355
"1046","massachusetts",2004,937,89,8,1,"25","popluation",448446,0.0949839914621131
"1047","massachusetts",2005,909,99,5,0,"25","popluation",448446,0.108910891089109
"1048","massachusetts",1978,532,37,1,1,"25","popluation",448446,0.0695488721804511
"1049","massachusetts",1979,668,31,1,0,"25","popluation",448446,0.0464071856287425
"1050","massachusetts",1980,908,36,0,0,"25","popluation",448446,0.039647577092511
"1051","massachusetts",1981,1040,51,0,0,"25","popluation",448446,0.0490384615384615
"1052","massachusetts",1994,1094,96,3,1,"25","popluation",448446,0.0877513711151737
"1053","massachusetts",1995,991,77,2,0,"25","popluation",448446,0.0776992936427851
"1054","massachusetts",1975,614,17,3,0,"25","popluation",448446,0.0276872964169381
"1055","massachusetts",1976,650,13,0,0,"25","popluation",448446,0.02
"1056","massachusetts",2014,555,90,3,0,"25","popluation",448446,0.162162162162162
"1057","massachusetts",2015,560,88,5,0,"25","popluation",448446,0.157142857142857
"1058","massachusetts",1990,617,55,4,0,"25","popluation",448446,0.0891410048622366
"1059","massachusetts",1991,605,57,2,0,"25","popluation",448446,0.0942148760330579
"1060","massachusetts",1977,577,18,1,1,"25","popluation",448446,0.0311958405545927
"1061","massachusetts",1989,592,39,2,0,"25","popluation",448446,0.0658783783783784
"1062","massachusetts",1984,686,33,0,0,"25","popluation",448446,0.0481049562682216
"1063","massachusetts",1985,711,37,4,0,"25","popluation",448446,0.0520393811533052
"1064","massachusetts",1992,662,44,2,1,"25","popluation",448446,0.0664652567975831
"1065","massachusetts",1993,808,71,1,1,"25","popluation",448446,0.0878712871287129
"1066","massachusetts",1988,608,48,5,0,"25","popluation",448446,0.0789473684210526
"1067","massachusetts",2016,235,26,0,0,"25","popluation",448446,0.11063829787234
"1068","massachusetts",1987,646,59,3,0,"25","popluation",448446,0.0913312693498452
"1069","massachusetts",1986,626,48,3,1,"25","popluation",448446,0.0766773162939297
"1070","michigan",1989,781,54,13,2,"26","popluation",940878,0.0691421254801537
"1071","michigan",1988,886,95,8,2,"26","popluation",940878,0.107223476297968
"1072","michigan",2001,328,41,8,1,"26","popluation",940878,0.125
"1073","michigan",2002,370,35,3,1,"26","popluation",940878,0.0945945945945946
"1074","michigan",2000,365,45,10,0,"26","popluation",940878,0.123287671232877
"1075","michigan",1996,502,57,12,3,"26","popluation",940878,0.113545816733068
"1076","michigan",1997,485,45,9,1,"26","popluation",940878,0.0927835051546392
"1077","michigan",1990,534,54,12,4,"26","popluation",940878,0.101123595505618
"1078","michigan",1999,395,44,10,0,"26","popluation",940878,0.111392405063291
"1079","michigan",1973,772,21,3,1,"26","popluation",940878,0.0272020725388601
"1080","michigan",1974,798,17,3,0,"26","popluation",940878,0.0213032581453634
"1081","michigan",1998,459,58,11,2,"26","popluation",940878,0.12636165577342
"1082","michigan",2003,333,45,2,2,"26","popluation",940878,0.135135135135135
"1083","michigan",1991,799,63,4,4,"26","popluation",940878,0.0788485607008761
"1084","michigan",1992,557,48,11,4,"26","popluation",940878,0.0861759425493716
"1085","michigan",1975,1056,26,2,0,"26","popluation",940878,0.0246212121212121
"1086","michigan",1994,563,52,12,4,"26","popluation",940878,0.0923623445825933
"1087","michigan",1995,577,61,16,3,"26","popluation",940878,0.105719237435009
"1088","michigan",1969,850,30,1,1,"26","popluation",940878,0.0352941176470588
"1089","michigan",1970,1171,30,2,0,"26","popluation",940878,0.0256191289496157
"1090","michigan",1971,1272,22,2,0,"26","popluation",940878,0.0172955974842767
"1091","michigan",1972,988,31,4,0,"26","popluation",940878,0.0313765182186235
"1092","michigan",1986,901,79,6,2,"26","popluation",940878,0.0876803551609323
"1093","michigan",1987,815,78,11,1,"26","popluation",940878,0.0957055214723926
"1094","michigan",2014,241,33,3,1,"26","popluation",940878,0.136929460580913
"1095","michigan",2015,425,38,9,0,"26","popluation",940878,0.0894117647058824
"1096","michigan",2004,304,31,11,3,"26","popluation",940878,0.101973684210526
"1097","michigan",2005,297,29,11,3,"26","popluation",940878,0.0976430976430976
"1098","michigan",1993,569,66,13,2,"26","popluation",940878,0.115992970123023
"1099","michigan",1967,444,5,1,0,"26","popluation",940878,0.0112612612612613
"1100","michigan",1968,854,12,1,0,"26","popluation",940878,0.0140515222482436
"1101","michigan",2008,255,40,5,3,"26","popluation",940878,0.156862745098039
"1102","michigan",2009,1343,34,5,4,"26","popluation",940878,0.0253164556962025
"1103","michigan",2010,243,30,7,3,"26","popluation",940878,0.123456790123457
"1104","michigan",2011,205,34,9,3,"26","popluation",940878,0.165853658536585
"1105","michigan",2012,232,32,6,2,"26","popluation",940878,0.137931034482759
"1106","michigan",2013,201,27,1,2,"26","popluation",940878,0.134328358208955
"1107","michigan",1976,931,26,5,1,"26","popluation",940878,0.0279269602577873
"1108","michigan",2006,279,25,7,6,"26","popluation",940878,0.0896057347670251
"1109","michigan",2007,266,28,8,3,"26","popluation",940878,0.105263157894737
"1110","michigan",2016,21,1,0,0,"26","popluation",940878,0.0476190476190476
"1111","michigan",1981,988,80,12,2,"26","popluation",940878,0.0809716599190283
"1112","michigan",1982,1122,86,8,0,"26","popluation",940878,0.0766488413547237
"1113","michigan",1983,972,72,6,0,"26","popluation",940878,0.0740740740740741
"1114","michigan",1980,879,76,10,0,"26","popluation",940878,0.0864618885096701
"1115","michigan",1985,925,68,3,2,"26","popluation",940878,0.0735135135135135
"1116","michigan",1977,861,39,9,1,"26","popluation",940878,0.0452961672473868
"1117","michigan",1984,922,65,10,1,"26","popluation",940878,0.0704989154013015
"1118","michigan",1979,796,46,6,0,"26","popluation",940878,0.0577889447236181
"1119","michigan",1978,820,51,9,0,"26","popluation",940878,0.0621951219512195
"1120","minnesota",1980,304,38,1,0,"27","popluation",643096,0.125
"1121","minnesota",1992,389,44,1,0,"27","popluation",643096,0.113110539845758
"1122","minnesota",1981,121,13,0,0,"27","popluation",643096,0.107438016528926
"1123","minnesota",1979,199,17,1,0,"27","popluation",643096,0.085427135678392
"1124","minnesota",1983,188,21,0,0,"27","popluation",643096,0.111702127659574
"1125","minnesota",1993,142,21,3,0,"27","popluation",643096,0.147887323943662
"1126","minnesota",1994,340,54,6,3,"27","popluation",643096,0.158823529411765
"1127","minnesota",1982,267,49,1,1,"27","popluation",643096,0.183520599250936
"1128","minnesota",1987,555,58,3,0,"27","popluation",643096,0.104504504504505
"1129","minnesota",1988,308,38,6,0,"27","popluation",643096,0.123376623376623
"1130","minnesota",1989,296,20,4,0,"27","popluation",643096,0.0675675675675676
"1131","minnesota",1990,406,39,2,0,"27","popluation",643096,0.0960591133004926
"1132","minnesota",1991,309,35,3,1,"27","popluation",643096,0.113268608414239
"1133","minnesota",1978,194,13,1,0,"27","popluation",643096,0.0670103092783505
"1134","minnesota",2004,240,36,3,0,"27","popluation",643096,0.15
"1135","minnesota",2005,242,30,5,0,"27","popluation",643096,0.12396694214876
"1136","minnesota",1995,276,43,5,1,"27","popluation",643096,0.155797101449275
"1137","minnesota",1996,291,39,4,2,"27","popluation",643096,0.134020618556701
"1138","minnesota",1984,346,29,1,0,"27","popluation",643096,0.0838150289017341
"1139","minnesota",1985,628,56,1,1,"27","popluation",643096,0.089171974522293
"1140","minnesota",1986,773,79,1,0,"27","popluation",643096,0.102199223803364
"1141","minnesota",1998,387,44,6,0,"27","popluation",643096,0.113695090439276
"1142","minnesota",1999,369,48,6,1,"27","popluation",643096,0.130081300813008
"1143","minnesota",2000,186,23,2,0,"27","popluation",643096,0.123655913978495
"1144","minnesota",2001,337,36,4,1,"27","popluation",643096,0.106824925816024
"1145","minnesota",2002,382,50,5,0,"27","popluation",643096,0.130890052356021
"1146","minnesota",2003,265,36,5,0,"27","popluation",643096,0.135849056603774
"1147","minnesota",2016,170,24,2,0,"27","popluation",643096,0.141176470588235
"1148","minnesota",1968,305,16,0,0,"27","popluation",643096,0.0524590163934426
"1149","minnesota",1997,318,41,3,0,"27","popluation",643096,0.128930817610063
"1150","minnesota",1972,368,13,2,2,"27","popluation",643096,0.0353260869565217
"1151","minnesota",1967,269,7,0,0,"27","popluation",643096,0.0260223048327138
"1152","minnesota",1974,380,10,0,0,"27","popluation",643096,0.0263157894736842
"1153","minnesota",1975,404,11,0,1,"27","popluation",643096,0.0272277227722772
"1154","minnesota",1976,472,9,0,0,"27","popluation",643096,0.0190677966101695
"1155","minnesota",1973,337,4,0,0,"27","popluation",643096,0.0118694362017804
"1156","minnesota",2015,209,35,6,0,"27","popluation",643096,0.167464114832536
"1157","minnesota",2006,257,35,5,1,"27","popluation",643096,0.136186770428016
"1158","minnesota",1969,313,9,1,0,"27","popluation",643096,0.0287539936102236
"1159","minnesota",1977,369,12,0,0,"27","popluation",643096,0.032520325203252
"1160","minnesota",1971,320,14,1,0,"27","popluation",643096,0.04375
"1161","minnesota",2011,273,31,6,1,"27","popluation",643096,0.113553113553114
"1162","minnesota",2012,205,19,6,1,"27","popluation",643096,0.0926829268292683
"1163","minnesota",1970,324,11,1,0,"27","popluation",643096,0.0339506172839506
"1164","minnesota",2014,210,29,4,0,"27","popluation",643096,0.138095238095238
"1165","minnesota",2009,265,41,3,1,"27","popluation",643096,0.154716981132075
"1166","minnesota",2010,225,27,2,0,"27","popluation",643096,0.12
"1167","minnesota",2013,173,21,3,1,"27","popluation",643096,0.121387283236994
"1168","minnesota",2008,253,42,7,0,"27","popluation",643096,0.16600790513834
"1169","minnesota",2007,255,46,4,0,"27","popluation",643096,0.180392156862745
"1170","mississippi",1970,418,2,0,0,"28","popluation",193704,0.00478468899521531
"1171","mississippi",1971,391,5,0,0,"28","popluation",193704,0.0127877237851662
"1172","mississippi",1969,397,2,0,0,"28","popluation",193704,0.00503778337531486
"1173","mississippi",1982,549,12,0,1,"28","popluation",193704,0.0218579234972678
"1174","mississippi",1983,518,14,0,2,"28","popluation",193704,0.027027027027027
"1175","mississippi",1984,505,16,1,1,"28","popluation",193704,0.0316831683168317
"1176","mississippi",1972,394,3,0,0,"28","popluation",193704,0.00761421319796954
"1177","mississippi",1968,403,2,0,0,"28","popluation",193704,0.00496277915632754
"1178","mississippi",2008,738,89,10,1,"28","popluation",193704,0.12059620596206
"1179","mississippi",2009,723,84,9,1,"28","popluation",193704,0.116182572614108
"1180","mississippi",2010,642,85,13,4,"28","popluation",193704,0.132398753894081
"1181","mississippi",1985,682,22,1,0,"28","popluation",193704,0.032258064516129
"1182","mississippi",1973,419,4,0,0,"28","popluation",193704,0.00954653937947494
"1183","mississippi",1978,667,5,1,0,"28","popluation",193704,0.00749625187406297
"1184","mississippi",1979,606,10,1,0,"28","popluation",193704,0.0165016501650165
"1185","mississippi",1980,601,7,0,0,"28","popluation",193704,0.0116472545757072
"1186","mississippi",1981,630,14,0,0,"28","popluation",193704,0.0222222222222222
"1187","mississippi",1994,547,18,4,3,"28","popluation",193704,0.0329067641681901
"1188","mississippi",1995,1064,22,8,1,"28","popluation",193704,0.0206766917293233
"1189","mississippi",1996,635,17,2,0,"28","popluation",193704,0.0267716535433071
"1190","mississippi",2011,720,76,13,4,"28","popluation",193704,0.105555555555556
"1191","mississippi",1986,706,13,1,0,"28","popluation",193704,0.018413597733711
"1192","mississippi",1974,470,8,0,0,"28","popluation",193704,0.0170212765957447
"1193","mississippi",1975,480,7,0,0,"28","popluation",193704,0.0145833333333333
"1194","mississippi",1976,494,6,0,0,"28","popluation",193704,0.0121457489878543
"1195","mississippi",1977,638,3,1,0,"28","popluation",193704,0.00470219435736677
"1196","mississippi",1990,764,29,6,0,"28","popluation",193704,0.0379581151832461
"1197","mississippi",1991,741,22,4,2,"28","popluation",193704,0.0296896086369771
"1198","mississippi",1992,657,39,7,0,"28","popluation",193704,0.0593607305936073
"1199","mississippi",1993,481,16,2,2,"28","popluation",193704,0.0332640332640333
"1200","mississippi",2007,783,77,8,2,"28","popluation",193704,0.0983397190293742
"1201","mississippi",1967,394,6,0,0,"28","popluation",193704,0.0152284263959391
"1202","mississippi",2014,657,62,6,0,"28","popluation",193704,0.0943683409436834
"1203","mississippi",2015,586,70,8,5,"28","popluation",193704,0.119453924914676
"1204","mississippi",2012,676,74,10,3,"28","popluation",193704,0.109467455621302
"1205","mississippi",2013,767,88,10,3,"28","popluation",193704,0.114732724902216
"1206","mississippi",2002,861,72,5,2,"28","popluation",193704,0.0836236933797909
"1207","mississippi",2003,796,73,8,2,"28","popluation",193704,0.0917085427135678
"1208","mississippi",2016,661,74,8,2,"28","popluation",193704,0.111951588502269
"1209","mississippi",2001,810,71,7,4,"28","popluation",193704,0.0876543209876543
